470,Ingles,6to,Activity 12,"En el cuaderno escribir y completar los enunciados con too many - too much y enough. Enumerar los enunciados =D
Thursday 21st May, 2020
Complete the sentences with Too many – too much – enough about your school
1.- There _________rules
2.- There _________chairs.
3.- There _________ homework
4.- There _________ discipline
5.- There __________ teachers
6.- There __________ vacations
7.- There __________ classrooms
8.- There __________ computers
9.- There __________ toys
10.- There _________ plants
Tomar foto del cuaderno y subirlo a classroom, por favor =D","",2020-05-21 14:50:55.418838,""
471,Grado,2do,Actividad del jueves 21  de mayo,Papás aquí esta las instrucciones para su experimento esto sera en la libreta de Conocimiento y la pagina que deben realizar los niños es 133 del libro de Santillana Español,https://documentcloud.adobe.com/link/review?uri=urn:aaid:scds:US:e11a6b1d-4c30-4f0d-96b4-0c8ea0a76953,2020-05-21 16:17:18.936293,https://documentcloud.adobe.com/link/review?uri=urn:aaid:scds:US:e11a6b1d-4c30-4f0d-96b4-0c8ea0a76953
472,Musica,K1,Clase 2,Tema: La raspa,https://www.youtube.com/watch?v=4IjZDLTKBMg,2020-05-21 17:14:06.792808,https://www.youtube.com/watch?v=4IjZDLTKBMg
473,Musica,K2,Clase 2,Tema: La granja,https://www.youtube.com/watch?v=w8zj36y9qaQ,2020-05-21 17:21:03.549948,https://www.youtube.com/watch?v=w8zj36y9qaQ
474,Musica,K3,Clase 2,Tema: Cinco changuitos,https://www.youtube.com/watch?v=j8i_PLNLeBg,2020-05-21 17:25:11.569852,https://www.youtube.com/watch?v=j8i_PLNLeBg
475,Compu,K1,Clase 4 - Preescolar,"",https://youtu.be/U3L7hR96_rU,2020-05-22 00:17:53.421253,https://youtu.be/U3L7hR96_rU
477,Compu,K3,Clase 4 - Preescolar,"",https://youtu.be/U3L7hR96_rU,2020-05-22 00:19:17.550814,https://youtu.be/U3L7hR96_rU
478,Compu,K2,Clase 4 - Preescolar,"",https://youtu.be/U3L7hR96_rU,2020-05-22 00:20:35.092583,https://youtu.be/U3L7hR96_rU
824,Ingles,6to,June16-VideoClase 6,"16 jun 2020 11:00 AMID de reunión: 727 7692 4195Contraseña: 3pPN53Por las juntas he tenido que cambiar el horario, espero la mayoría pueda ingresar",https://us04web.zoom.us/j/72776924195?pwd=ai9KczNFb3JVVFNYY0pNR1RPMWlXQT09,2020-06-14 16:47:13.487595,https://youtu.be/jVy4Lhbift8
495,Ingles,2do,May 26th- Activity 13,"En el cuaderno: Escribe, responde las preguntas y realiza un dibujo representativo. Favor de usar la estructura presentada en el video así como el vocabulario visto (Estaciones del año/meses) Enumerar las preguntas. 
---> Tuesday, May 26th 2020
Homework: write, answer the questions and draw. 
1. When do you celebrate father''s day?
2. When do you fly a kite?
3. When do you celebrate '"Día de muertos'"?
4. When do you drink hot chocolate?
5. When do you celebrate children''s day? 
6.- When do you celebrate Mexican Revolution?
Tomar foto del cuaderno y subirlo a classroom, les recuerdo que es importante ingresar a la plataforma del colegio para que se registre la asistencia. GRACIAS ","",2020-05-23 14:29:06.758363,""
479,Compu,1ro,Clase 5 - 1°,"",https://youtu.be/GBo6LDJ8JrE,2020-05-22 00:21:17.108504,https://youtu.be/FpQ0psXTD3c
480,Compu,2do,Clase 5 - 2°,"",https://youtu.be/GBo6LDJ8JrE,2020-05-22 00:21:38.464566,https://youtu.be/FpQ0psXTD3c
482,Compu,3ro,Clase 5 - 3°,"Lista clase 5, dividida en dos partes",https://youtu.be/GBo6LDJ8JrE,2020-05-22 00:24:47.607152,https://youtu.be/FpQ0psXTD3c
484,Compu,5to,Clase 5 - 5°,"",https://youtu.be/JXAdgjEdJCk,2020-05-22 00:28:51.363929,https://youtu.be/JXAdgjEdJCk
483,Compu,4to,Clase 5 - 4°,"",https://youtu.be/JXAdgjEdJCk,2020-05-22 00:28:17.860144,https://youtu.be/JXAdgjEdJCk
485,Compu,6to,Clase 5 - 6°,"",https://youtu.be/E2JpiSmWHjQ,2020-05-22 09:27:31.700030,https://youtu.be/E2JpiSmWHjQ
486,Grado,K1,Apoyo pedagógico KI 22 de mayo,Ápoyo pedagógico 22 de mayo,https://youtu.be/J0r45_EqrU8 ,2020-05-22 10:08:59.186321,https://youtu.be/J0r45_EqrU8 
487,Grado,K1,Video llamada skype KI 22 de mayo,Medidas de seguridad y prevención de accidentes,https://youtu.be/nTcZLT5iN5k ,2020-05-22 10:20:18.578732,https://youtu.be/nTcZLT5iN5k 
488,Grado,K1,Video llamada skype KI 22 de mayo Mateo,Medidas de seguridad y prevención de accidentes,https://youtu.be/jSbd30Dxp3o ,2020-05-22 10:21:25.623241,https://youtu.be/jSbd30Dxp3o 
362,Ingles,4to,Videoclase 2,"LUNES 18 de mayo por Zoom a las 12pm, Tener a la mano lápiz, Student´s book y el cuaderno.Les dejo la información. ID de reunión: 772 6897 4602Contraseña: 1pJ3fc. Richmond Platform, UNIT 5 ACT 1- Escucha y arrastra las imágenes sobre las predicciones. Dejo grabación de la clase",https://us04web.zoom.us/j/77268974602?pwd=UU1PdU5pKzQzcjRXeTkrZkNhMm1TQT09,2020-05-17 13:20:59.503672,https://www.youtube.com/watch?v=7IG84OMcxrE
878,Grado,3ro,lunes 3 de agosto ESPAÑOL,FRACCIIONES EQUIVALENTES,https://drive.google.com/file/d/1QG9GKq9gotDBgfvmBDNe0CrYXGBGfTVX/view?usp=sharing,2020-08-04 12:25:00.798873,https://drive.google.com/file/d/1QG9GKq9gotDBgfvmBDNe0CrYXGBGfTVX/view?usp=sharing
497,Ingles,1ro,May26th- Description,"Ver video '"Let''s go to the park'" en la plataforma Richmond- VIDEOS- UNIT 5Realizar una descripción de un amigo en una hoja blanca suelta, agregarla al folder de mis experiencias y realizar Student’s book page 77","",2020-05-24 15:31:07.636649,""
498,Ingles,1ro,May25th-Clotesline,"En una hoja blanca, suelta; Realizar un tendedero con los nombres de las prendas en inglés.
Escribir fecha y agregarlo al folder de mis experiencias ","",2020-05-24 15:32:56.527552,""
499,Grado,4to,Números de 9 ciftas,Desarrollo de números de 9 cifras,"",2020-05-24 16:46:52.428405,""
501,Grado,1ro,25/05/2020,"
Lunes 25/05/2020
Observe el video sobre los artículos 
_ copiar el apunto con el esquema
_Escriba en su cuaderno 6 enunciados subrayando con color verde los artículos
",https://www.youtube.com/watch?v=t3a5CO42tOg&t=8s,2020-05-24 21:17:36.774458,https://www.youtube.com/watch?v=t3a5CO42tOg&t=8s
491,Ingles,6to,26thMay-VideoClase3,Martes  26 may 2020 12:00 PMID de reunión: 761 0999 7259Contraseña: 0Ya1uCAquí mismo agrego la grabación de la clase,https://us04web.zoom.us/j/76109997259?pwd=K2pOYXhwTDJDNWdJWDduMHZIbXZoUT09,2020-05-23 14:03:19.465706,https://youtu.be/VGV7_zHu518
493,Ingles,3ro,May28th-VideoClase3,Jueves 28 mayo 2020 12:00 PMID de reunión: 723 4472 9319Contraseña: 4JEECGAquí mismo dejaré la grabación de la clase,https://us04web.zoom.us/j/72344729319?pwd=cTk1MzNxQ3dOOUJjVm91ZFJGWHJkUT09,2020-05-23 14:22:42.389621,https://youtu.be/vLBCBWczAGo
494,Ingles,1ro,May28th-VideoClase3,Jueves 28 mayo 2020 01:00 PMID de reunión: 740 9241 7944Contraseña: 8GJv0hAquí mismo les dejaré en enlace de la grabación,https://us04web.zoom.us/j/74092417944?pwd=NFpGN25IOFVYQjJNY2tkWDdhUWVGZz09,2020-05-23 14:26:50.274034,https://youtu.be/31s7upJiby0
492,Inglés ,5to,May26-VideoClase 3,Martes  26 may 2020 01:00 PMID de reunión: 757 7197 9049Contraseña: 2J6N2gAquí mismo les dejaré la grabación de la clase,https://us04web.zoom.us/j/75771979049?pwd=MDFmTDJtdFN3dmNuWXAvOFo1S3RjZz09,2020-05-23 14:10:43.847604,""
506,Grado,K3,SEMANA DEL 25 AL 29 DE MAYO K3,"",https://drive.google.com/open?id=1CFpYNp9dUFnCwzT_zM0Wgtvkxp7XZOTA,2020-05-24 23:32:20.956067,https://drive.google.com/open?id=1KoLRlTpHSV-KDSSeN-m1nOzxKEgAVOBv
507,Grado,K3,VÍDEO CLASE 25 DE MAYO K3 ,"",https://youtu.be/gNDWXX6LWa4,2020-05-25 00:13:35.753750,""
508,Grado,K2,25 mayo clase,actividades de lenguaje y pensamiento,https://www.youtube.com/watch?v=SzVjmaCBF9M,2020-05-25 01:10:22.298909,https://drive.google.com/file/d/1sN4baHE-KfAFGCouOEoll4AS0sT-s2-Y/view?usp=sharing
879,Grado,3ro,LUNES 6 DE AGOSTO ESPAÑOL 1,ENVIAR EVIDENCIs a classroom,"",2020-08-04 12:48:30.167379,""
802,Musica,5to,Clase 8,Tema: dictado de notas,https://www.youtube.com/watch?v=xrJygAgugrM,2020-06-10 19:32:03.181598,https://www.youtube.com/watch?v=xrJygAgugrM
523,Ingles,K1,"Monday May 25th, 2020","Profesiones, leer, objetos de escuela, canción de animales y acciones, números del 11 al 20 canción.",https://www.youtube.com/watch?v=RCHCANG1BTU,2020-05-25 09:26:46.119027,https://www.youtube.com/watch?v=RCHCANG1BTU
510,Grado,K2,26 mayo vídeo llamada,"Tener tijeras y pegamento a la mano para la vídeo llamada,mamitas que acompañan a los alumnos favor de no hablar ya que todo se escucha solo participan alumnos.",https://drive.google.com/file/d/1ScFdE8raFXqK9eos0WLQxj_B_ySmYF1z/view?usp=sharing,2020-05-25 01:41:02.973535,""
511,Ingles,5to,May25th- Comparatives-Superlatives,"En el cuaderno: Copiar la información del video siguiendo el código de color.
Tomar foto del cuaderno y subirlo a classroom por favor =D",https://youtu.be/qHeJSaReqAk,2020-05-25 02:27:10.034868,""
512,Ingles,3ro,May25th - Saving Earth,"En una hoja suelta realizar un dibujo sobre el video '"Saving earth'", escribiendo las frases en inglés de las acciones.
Date: Monday, Tuesday 25th 2020 
Tomar foto de la hoja, subirla a classroom y guardar en el folder de mis experiencias. Tengan un buen inicio de semana",https://youtu.be/xSjaSBBsjHE,2020-05-25 02:43:08.361073,""
513,Ingles,6to,May25th- Saving Earth ,"En una hoja suelta realizar un dibujo sobre el video '"Saving earth'", escribiendo las frases en inglés de las acciones.
Date: Monday, Tuesday 25th 2020 
Tomar foto de la hoja, subirla a classroom y guardar en el folder de mis experiencias. Tengan un buen inicio de semana",https://youtu.be/xSjaSBBsjHE,2020-05-25 02:44:17.909038,""
514,Grado,K1,tarea # 6 Cangrejo,"Buenos días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.
Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta.
Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
como siempre quedo a sus órdenes ",https://www.youtube.com/watch?v=tWk6YkoGhbU&t=32s,2020-05-25 06:59:12.095761,https://www.youtube.com/watch?v=tWk6YkoGhbU&t=32s
515,Artes,K1,tarea # 6 Cangrejo,"Buenos días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.
Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta.
Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
como siempre quedo a sus órdenes lindo día","",2020-05-25 07:00:53.814845,""
516,Artes,K2,Tarea # 6 Ave (líneas) ,"Buen dia envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo recuerden poner nombre y fecha y guardarlo en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio.

Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
Quedo a sus órdenes",https://www.youtube.com/watch?v=tRnlwH3MNM8,2020-05-25 07:39:59.960336,https://www.youtube.com/watch?v=tRnlwH3MNM8
517,Artes,K3,tarea # 6 Dinosaurio,"Buen dia envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo recuerden poner nombre y fecha y guardarlo en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio.

Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
Quedo a sus órdenes",https://www.youtube.com/watch?v=8NMkGTmt7gM,2020-05-25 07:43:14.181912,https://www.youtube.com/watch?v=8NMkGTmt7gM
518,Artes,1ro,tarea # 6 Café,"Buen dia envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo recuerden poner nombre y fecha y guardarlo en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio.

Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
Quedo a sus órdenes",https://www.youtube.com/watch?v=2aSU1Y_BsNQ,2020-05-25 07:45:38.680935,https://www.youtube.com/watch?v=2aSU1Y_BsNQ
519,Artes,2do,tarea # 6 Godzilla viendo a la ciudad,"Buen dia envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo recuerden poner nombre y fecha y guardarlo en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio.

Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
Quedo a sus órdenes",https://www.youtube.com/watch?v=IP9MC12R1LU,2020-05-25 07:50:23.350368,https://www.youtube.com/watch?v=IP9MC12R1LU
520,Grado,5to,ACTIVIDADES  ESCOLARES (MAYO 25-28),"","",2020-05-25 08:22:47.247731,""
522,Artes,3ro,Tarea # 6 Técnica Mixta,Buen dia envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo recuerden poner nombre y fecha y guardarlo en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio. Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final. Quedo a sus órdenes,https://www.youtube.com/watch?v=fxYJvX5XBXI,2020-05-25 09:24:29.234460,https://www.youtube.com/watch?v=fxYJvX5XBXI
524,Artes,4to,Tarea # 6 Punto y linea,Buen dia envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo recuerden poner nombre y fecha y guardarlo en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio. Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final. Quedo a sus órdenes,https://www.youtube.com/watch?v=DSIHo_8zQnI,2020-05-25 09:28:00.810504,https://www.youtube.com/watch?v=DSIHo_8zQnI
525,Grado,5to,Tarea # 6 Punto y línea ,Buen dia envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo recuerden poner nombre y fecha y guardarlo en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio. Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final. Quedo a sus órdenes,https://www.youtube.com/watch?v=DSIHo_8zQnI,2020-05-25 09:29:39.028854,https://www.youtube.com/watch?v=DSIHo_8zQnI
815,Musica,K1,Clase 5,Tema: La granja,https://www.youtube.com/watch?v=euSYD-Z10iE,2020-06-11 16:27:56.943460,https://www.youtube.com/watch?v=euSYD-Z10iE
526,Ingles,K2,"Monday May 25th, 2020","Números en letra del 11 al 15, animales de la granja vídeo, canción de comandos en el salón de clases.",https://www.youtube.com/watch?v=CgvruSOjHIk,2020-05-25 09:30:16.735867,https://www.youtube.com/watch?v=CgvruSOjHIk
527,Artes,5to,Tarea # 6 Punto y línea ,Buen dia envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo recuerden poner nombre y fecha y guardarlo en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio. Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final. Quedo a sus órdenes,https://www.youtube.com/watch?v=DSIHo_8zQnI,2020-05-25 09:30:24.634003,https://www.youtube.com/watch?v=DSIHo_8zQnI
528,Artes,6to,Tarea # 6 Punto y linea ,Buen dia envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo recuerden poner nombre y fecha y guardarlo en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio. Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final. Quedo a sus órdenes,https://www.youtube.com/watch?v=DSIHo_8zQnI,2020-05-25 09:32:33.025279,https://www.youtube.com/watch?v=DSIHo_8zQnI
529,Ingles,K3,"Monday May 25th, 2020 K3","Acciones, Octubre, Letra X, Letra Y, canción de comandos en salón de clases, imperativos en clase vocabulario.",https://www.youtube.com/watch?v=lObrXi9JWaE,2020-05-25 09:32:42.127871,https://www.youtube.com/watch?v=lObrXi9JWaE
825,Grado,4to,14 de junio de 2020,utilizar la resta y multiplicación en la resolución de problemas,"la multiplicación y resta de 2,3,4,5,6,7 cifras",2020-06-14 17:51:30.426788,"la multiplicación y resta de 2,3,4,5,6,7 cifras"
531,Grado,K1,Apoyo pedagógico KI 25 de mayo,apoyo pedagógico de las actividades del día,https://youtu.be/ZhQkEriULBw ,2020-05-25 09:51:30.656744,https://youtu.be/ZhQkEriULBw 
532,Grado,K1,Video clase KI 25 de mayo,cuentos y leyendas y el tema de quitar y poner de pensamiento matemático,https://youtu.be/oBTPdvEAZ5M ,2020-05-25 09:55:31.536282,https://youtu.be/oBTPdvEAZ5M 
533,Grado,5to,ACTIVIDADES ESCOLARES MAYO 25 AL 28,"",https://drive.google.com/file/d/1Efs4X23aMWyLMkIFUugmhYOAl8ufPz4R/view?usp=sharing,2020-05-25 10:25:03.877558,""
534,Grado,5to,ACTIVIDADES ESCOLARES MAYO 25 AL 28,"",https://drive.google.com/file/d/1Efs4X23aMWyLMkIFUugmhYOAl8ufPz4R/view?usp=sharing,2020-05-25 10:26:06.039020,""
535,Grado,5to,LEC- UN CONFUSO SUEÑO DE PALABRAS,MUESTRA LA DIVERSIDAD  LINGÜÍSTICA DE MÉXICO,https://www.youtube.com/watch?v=YV08MHldyPU,2020-05-25 10:28:11.747514,""
536,Grado,5to,LEC- EN UN MISMO BARCO,"",https://youtu.be/OlFsdOB7g3o,2020-05-25 10:43:15.078860,""
490,Ingles,2do,25Mayo-VideoClase 3,Lunes 25 a las 12:00 pm ID de reunión: 741 0302 3049Contraseña: 4eLQDrAquí mismo les dejare el enlace de la grabación,https://us04web.zoom.us/j/74103023049?pwd=SHhsOHlyeXZqd3NLdlRtYTQ3eUZhdz09,2020-05-23 13:55:27.084108,https://youtu.be/TXj_dsKrt7Y
489,Ingles,4to,25Mayo-Video Clase 3,Lunes 25 mayo 2020 01:00 PM ID de reunión: 772 6897 4602Contraseña: 1pJ3fcAquí mismo dejaré la grabación ,https://us04web.zoom.us/j/77268974602?pwd=UU1PdU5pKzQzcjRXeTkrZkNhMm1TQT09,2020-05-23 13:51:06.380468,https://youtu.be/M1cniRpv6a8
544,Ingles,K1,"Tuesday May 26th, 2020 ","Acciones, tarjetas de números del 11 al 20, vídeo de los colores repaso.",https://www.youtube.com/watch?v=DprWPlyVmjY,2020-05-26 10:51:57.033091,https://www.youtube.com/watch?v=X0Frm-LFP_g
543,Ingles,K2,"Tuesday May 26th, 2020","Números en letra del 16 al 20, tarjetas de los números del 11 al 20, vídeo de repaso colores.",https://www.youtube.com/watch?v=g7PEXVrgMaw,2020-05-26 10:33:28.362886,https://www.youtube.com/watch?v=WmS5TC0Qv0E
509,Grado,2do,Matemáticas actividad del 25 de mayo,Buenos días papás recuerden que hoy tendremos clase en zoom a las 11 am Aquí les dejo la actividad de hoy ,https://youtu.be/L9af-ExCteI,2020-05-25 01:15:17.070906,https://documentcloud.adobe.com/link/track?uri=urn:aaid:scds:US:f2fe57e7-f109-459d-b194-b3501ca444bf
537,Ingles,3ro,May26th- Mind map,"En una hoja suelta:  realizar el mapa mental (There simple past), incorporar la hoja al folder de mis experiencias 
En el cuaderno : Repite cada palabra 4 veces:  Wolves, Seal, Caribou, Walrus, Snowy Owl, Artic fox,  haz una ilustración por cada animalito (están en el video del  lunes)
Tomar foto de ambas actividades y subirlas a classroom por favor =D","",2020-05-25 23:25:59.640863,https://drive.google.com/file/d/1l8iHDoajF1r24lMWGk5hhbkhLIYCnIQo/view?usp=sharing
538,Ingles,4to,May26th- The first man in space,"Ver video '"The first man in space'" 
Imprimir actividad o copiarla en una hoja suelta, completar la información faltante del video. Agregar al folder de mis experiencias, por favor =D",https://drive.google.com/file/d/15QZuaNbQhZlaPjzeFaNidByASxkFmMdG/view?usp=sharing,2020-05-26 00:09:25.148269,https://drive.google.com/file/d/1HZCudwdyba3jZG1vx6d0zDuICUopHabf/view?usp=sharing
539,Grado,5to,GEO- MIGRACIÓN,EXPLICA   LAS   CAUSAS DE LA MIGRACIÓN,https://www.youtube.com/watch?v=YGr3dAmnRR8,2020-05-26 09:41:22.148940,https://www.youtube.com/watch?v=YGr3dAmnRR8
540,Grado,5to,GEO- Migración  II,"DESCRIBE EL PROCESO DE MIGRACIÓN, SUS CAUSAS  Y EFECTOS",https://www.youtube.com/watch?v=sdf_d3kf9QY,2020-05-26 09:43:47.548039,https://www.youtube.com/watch?v=sdf_d3kf9QY
541,Grado,5to,LEC- RAMÓN   PREOCUPON,De  como  un  niño   se   deshizo  de sus preocupaciones...,https://youtu.be/R7ItRhwwEcQ,2020-05-26 09:51:30.740859,https://youtu.be/R7ItRhwwEcQ
542,Ingles,K3,"Tuesday May 26th, 2020","Acciones, tarjetas de los números del 11 al 20, vídeo de los colores.",https://www.youtube.com/watch?v=PICTsFdEi0o,2020-05-26 10:31:01.954845,https://www.youtube.com/watch?v=iTfDtieOdqw
545,Grado,4to,"","","",2020-05-26 13:01:32.755163,""
832,Artes,6to,Ejercicio # 9 Flores de cartón de huevo ,"Se invita a la clase de ZOOM para la elaboración del ejercicio. 
viernes 12 de junio de 2020
Horario: 12:00 a 13:00
Unirse a la reunión Zoom:
https://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09ID de reunión: 991 716 1591
Contraseña: 6N9CB2
Materiales:
•	Pedazo de cartón de 15x20 (puede ser una caja de zapatos)
•	Plumón negro 
•	1 cartón de huevo
•	Papel periódico
•	tijeras
•	Pegamento líquido. 
•	Pintura politec cualquier color
•	1 pincel","",2020-06-14 22:59:27.853244,""
547,Grado,5to,AVISO,"Se   solicita   enviar  evidencias  fotográfica del  trabajo  realizado durante el mes de  marzo-abril,  el  cual  corresponde a la primera  Guía  de  actividades  que se entrego  el 20 de  marzo. Favor  de  enviar  sus evidecias al  correo: mjaffany@hotmail.com la   fecha  limite de entrega es hasta el  día  29 de mayo a  las  14 hrs.  Reitero  la carpeta de  evidencias  tiene un valor  de 60% de calificación. Por  su  atención gracias.","",2020-05-26 14:14:00.699173,""
880,Grado,3ro,semana del 3 al 7 de agosto,"","",2020-08-04 12:59:30.390750,""
548,Grado,4to,Español,Conjugar verbos en copreterito y cambiar verbos en infinitivo a copreterito,Repaso de los verbos en copreterito,2020-05-26 15:23:23.568650,Repaso de los verbos en copreterito
549,Grado,4to,Matematicas,Formación de numeros y escritura de los mismos de 9 cifras,Repaso de números de 9 cifras,2020-05-26 15:26:06.901592,Repaso de números de 9 cifras
550,Grado,K1,Apoyo pedagógico KI 26 de mayo de 2020,Apoyo pedagógico KI 26 de mayo de 2020,https://youtu.be/zzfUpWC_48c ,2020-05-26 17:22:09.715872,https://youtu.be/zzfUpWC_48c 
496,Ingles,5to,May26-Videoclase03,Martes  26 may 2020 01:00 PMID de reunión: 757 7197 9049Contraseña: 2J6N2g,https://us04web.zoom.us/j/75771979049?pwd=MDFmTDJtdFN3dmNuWXAvOFo1S3RjZz09,2020-05-23 14:31:31.548686,https://youtu.be/lLESZcrgsKQ
552,Grado,K3,VÍDEO CLASE 27 DE MAYO K3,"",https://youtu.be/M2xCuPkmrf8,2020-05-26 20:07:26.624324,""
553,Grado,K2,27 de mayo,aquí dejo vídeo de la clase y vídeo de los números ordinales.,https://www.youtube.com/watch?v=XGdzhyK4EjE,2020-05-26 22:59:24.467064,https://www.youtube.com/watch?v=wIJnchzAj1k
554,Grado,K2,27 actividades PDF,aprender a contar con Nini y actividades del 27 de mayo,https://www.youtube.com/watch?v=OHZ_HfPgg7Y,2020-05-26 23:05:38.250445,https://drive.google.com/file/d/13cAkTdSJBVdJeiBqMYUfzSOuoniPbXiq/view?usp=sharing
555,Grado,1ro,Miércoles 27/05/2020,"Buen día actividad de matemáticas
  7+3+5= 
  80+3+7=
  90+5+5=
  77+3+8=
  66+4+5=
  53+6+6=
   99+5+3=","",2020-05-27 08:47:48.202647,""
558,Grado,K1,Apoyo pedagógico KI 27 de mayo,Apoyo pedagógico de las actividades del día KI 27 de mayo ,https://youtu.be/GyFxDidnBOg ,2020-05-27 08:58:13.874870,https://youtu.be/GyFxDidnBOg 
559,Grado,K1,Video clase KI 27 de mayo,cuentos y leyendas (repaso de vocales y principio de conteo,https://youtu.be/iB-0-7PUsQI ,2020-05-27 08:59:24.101266,https://youtu.be/iB-0-7PUsQI 
560,Grado,3ro,"VIDEOCLASE,GUIA Y PLAN DE TRABAJO 25 AL 29 DE MAYO","",https://drive.google.com/open?id=1vbk2UDxbVFF6J7xlRvgYtMrnGGwnwZLP,2020-05-27 12:13:52.527743,""
561,Grado,5to,MAT -SUMA  Y RESTA DE FRACCIONES,RESOLUCIÓN DE  PROBLEMAS  CON  SUMA   Y RESTA  DE  FRACCIONES,https://youtu.be/T7TTp3XnF60,2020-05-27 12:41:19.306952,https://youtu.be/T7TTp3XnF60
562,Compu,K1,GUIA (computación),"Favor de enviar, comprobante de la realización de la guia de computacion al correo mistery_ea@hotmail.com (fecha limite 29/05/2020).","",2020-05-27 14:01:15.325804,""
563,Compu,K2,GUIA (computación),"Favor de enviar, comprobante de la realización de la guia de computacion al correo mistery_ea@hotmail.com (fecha limite 29/05/2020).","",2020-05-27 14:01:45.350022,""
564,Compu,K3,GUIA (computación),"Favor de enviar, comprobante de la realización de la guia de computacion al correo mistery_ea@hotmail.com (fecha limite 29/05/2020).","",2020-05-27 14:02:10.570946,""
565,Compu,1ro,GUIA (computación),"Favor de enviar, comprobante de la realización de la guia de computacion al correo mistery_ea@hotmail.com (fecha limite 29/05/2020).","",2020-05-27 14:02:35.598903,""
566,Compu,2do,GUIA (computación),"Favor de enviar, comprobante de la realización de la guia de computacion al correo mistery_ea@hotmail.com (fecha limite 29/05/2020).","",2020-05-27 14:02:50.822212,""
567,Compu,3ro,GUIA (computación),"Favor de enviar, comprobante de la realización de la guia de computacion al correo mistery_ea@hotmail.com (fecha limite 29/05/2020).","",2020-05-27 14:03:14.090333,""
568,Compu,4to,GUIA (computación),"Favor de enviar, comprobante de la realización de la guia de computacion al correo mistery_ea@hotmail.com (fecha limite 29/05/2020).","",2020-05-27 14:03:30.962867,""
569,Compu,5to,GUIA (computación),"Favor de enviar, comprobante de la realización de la guia de computacion al correo mistery_ea@hotmail.com (fecha limite 29/05/2020).","",2020-05-27 14:03:54.642918,""
570,Compu,6to,GUIA (computación),"Favor de enviar, comprobante de la realización de la guia de computacion al correo mistery_ea@hotmail.com (fecha limite 29/05/2020).","",2020-05-27 14:04:19.054901,""
571,Grado,4to,Geografia,"Tipos de agricultura, ganadería y procesos para el cambio de una actividad económica a otra","Actividades económicas, agricultura y ganaderia",2020-05-27 15:23:03.798296,"Actividades económicas, agricultura y ganaderia"
574,Ingles,4to,May28 ,"En el cuaderno copiar los mapas mentales (2), usando colores e imágenes.
Tomar foto de ambas hojas y subirla a classroom por favor, tengan un buen fin de semana",https://youtu.be/oPt-uUn1QJ4,2020-05-28 02:45:07.635105,""
572,Grado,K2,28 de mayo 2020,"NO hay vídeo solo actividades y actividad de vídeo llamada del 29 de mayo, estudiar números ordinales","",2020-05-27 23:31:44.831031,https://drive.google.com/file/d/160Mp-qDW6lmbDYMvd762Y5TSj9LYDPcf/view?usp=sharing
